id,birthday,civility,marital_status,bancarise,children_number,address,country,cty_name,city,neighborhood,monthly_income,occupational_function,activity_sector_id,contract_type,monthly_charge,debt,professional_experience,previous_dwellings,persons_dependents,created_at,updated_at,cleaned_at,source_table,cleaning_version,milieu_resid,age_num,sex,region_name
9565a4fb-5f4d-47bb-ab15-b73455522298,1978-04-20 04:57:09.078,dr.,Célibataire,0,4,431 boulevard françois mitterrand,côte d'ivoire,MAN,MAN,quartier central,400000.0,internal implementation associate,8cc5e648-6ed5-439b-b644-e3b8f00fd5d0,CDD,826170.0,160060.0,23,5,2,2024-08-01,2025-10-17 15:42:02.472,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,47,M,TONKPI
f09c244e-b4c1-41cc-a502-2f8af1f97168,1972-04-18 12:00:05.182,dr.,Célibataire,1,0,536 rue des bananiers,côte d'ivoire,SAN-PÉDRO,SAN-PÉDRO,quartier central,130000.0,lead accountability engineer,70c7d435-9285-4498-9b2b-3025294ffe2f,Interim,109375.0,193505.0,18,5,7,2024-08-01,2025-10-17 15:42:02.698,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,53,M,SAN-PEDRO
c7395ad0-6ec4-44dd-b309-0b2254769b91,2002-05-27 22:38:19.644,mrs.,Célibataire,0,5,91 rue jesse owens,côte d'ivoire,GRAND-BASSAM,GRAND-BASSAM,quartier central,290000.0,forward functionality assistant,b114e618-6c39-4287-a765-ed92f6cc8933,CDI,482080.0,220270.0,0,0,6,2024-08-01,2025-10-17 15:42:02.770,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,23,F,SUD-COMOE
032aba66-c0e7-4e5f-a6dc-5e4f2bfe8573,1991-07-06 13:26:56.424,miss,Veuf(ve),1,2,590 avenue jean mermoz,côte d'ivoire,ANYAMA,ANYAMA,quartier central,280000.0,investor response engineer,cfa4f5ff-463c-4aaf-9b2e-70e39333903d,CDD,228380.0,446720.0,13,3,5,2024-08-01,2025-10-17 15:42:02.931,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,34,F,AUTONOME D'ABIDJAN
67dc2dce-0003-455d-baaf-62b9ac1791a8,1994-08-27 17:14:39.531,ms.,Veuf(ve),1,1,225 avenue houphouët boigny,côte d'ivoire,BOUAKÉ,BOUAKÉ,quartier central,210000.0,product interactions agent,54e98a95-7ae2-484c-952c-bde0851e7d17,CDI,165405.0,165140.0,6,5,4,2024-08-01,2025-10-17 15:42:02.800,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,31,F,GBEKE
14ed6cd9-6409-4e31-b364-9f11ab835d24,1985-12-18 13:41:16.328,miss,Célibataire,1,0,986 rue jesse owens,côte d'ivoire,DALOA,DALOA,quartier central,280000.0,international solutions director,57f29d9a-07d7-4ee6-8e52-2fd180604e62,Fonctionnaire,258660.0,9315.0,26,4,5,2024-08-01,2025-10-17 15:42:02.622,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,40,F,HAUT-SASSANDRA
80835309-0129-4d28-a9cf-014b935d5d8d,2000-01-21 12:16:58.136,mrs.,Veuf(ve),1,6,980 avenue houphouët boigny,côte d'ivoire,ABIDJAN,TREICHVILLE,treichville centre,450000.0,lead branding supervisor,86303c08-e346-42c4-b131-5017d69f6497,Informel,393450.0,591470.0,23,5,6,2024-08-01,2025-10-17 15:42:02.904,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,25,F,AUTONOME D'ABIDJAN
dddf7e22-2167-4275-b9f8-d7d607996bba,1992-12-24 07:39:16.756,dr.,Marié(e),0,10,299 avenue houphouët boigny,côte d'ivoire,GAGNOA,GAGNOA,quartier central,430000.0,human program assistant,3f71130c-2d8a-47e6-9034-5ebe700a8292,CDI,633605.0,405215.0,1,5,1,2024-08-01,2025-10-17 15:42:01.778,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,33,M,GÔH
34f5789e-92d9-4069-a1d7-3adbae734f93,1983-12-16 16:13:03.249,miss,Veuf(ve),0,4,455 boulevard lagunaire,côte d'ivoire,GRAND-BASSAM,GRAND-BASSAM,quartier central,865000.0,international branding liaison,d086aee6-3b63-45aa-8a07-cef4b23a4673,CDI,1793210.0,42865.0,8,5,0,2024-08-01,2025-10-17 15:42:02.916,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,42,F,SUD-COMOE
9876060b-c451-4c4b-98db-3351842026b7,1986-03-30 11:29:46.010,miss,Veuf(ve),0,2,448 boulevard de marseille,côte d'ivoire,GRAND-BASSAM,GRAND-BASSAM,quartier central,440000.0,regional tactics director,7aa36ab8-ae35-4a56-9d3d-e4b65c54c36d,CDD,1436700.0,37365.0,19,5,1,2024-08-01,2025-10-17 15:42:02.813,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,39,F,SUD-COMOE
73530c6e-34ac-429f-8538-d8bb419d6e74,1967-01-19 15:32:24.136,miss,Marié(e),0,6,913 rue des bananiers,côte d'ivoire,GRAND-BASSAM,GRAND-BASSAM,quartier central,640000.0,chief web liaison,314e9d0c-be77-41be-8036-6be32c0f2cc6,CDD,211590.0,202190.0,13,2,2,2024-08-01,2025-10-17 15:42:02.863,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,58,F,SUD-COMOE
45ce1ef7-3e6d-4a82-99ea-f6f948e5af1f,1989-09-01 01:32:02.585,dr.,Célibataire,1,7,66 rue des jardins,côte d'ivoire,SAN-PÉDRO,SAN-PÉDRO,quartier central,360000.0,human directives manager,3f71130c-2d8a-47e6-9034-5ebe700a8292,CDD,241420.0,666375.0,2,5,2,2024-08-01,2025-10-17 15:42:02.432,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,36,M,SAN-PEDRO
3f9210a6-af01-4905-9115-e3adc943f185,1960-09-16 10:30:04.674,mrs.,Célibataire,0,7,526 rue des bananiers,côte d'ivoire,DALOA,DALOA,quartier central,220000.0,dynamic data executive,7aa36ab8-ae35-4a56-9d3d-e4b65c54c36d,Etudiant,210780.0,302960.0,19,4,6,2024-08-01,2025-10-17 15:42:02.455,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,65,F,HAUT-SASSANDRA
4c901bef-a4d0-4fec-98c7-ea748d477834,1985-09-15 02:55:47.552,mr.,Divorcé(e),1,1,530 rue des bananiers,côte d'ivoire,DIVO,DIVO,quartier central,640000.0,customer markets developer,314e9d0c-be77-41be-8036-6be32c0f2cc6,CDD,338345.0,1122060.0,17,4,3,2024-08-01,2025-10-17 15:42:01.997,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,40,M,LÔH-DJIBOUA
fd305937-a95d-460d-926d-5511d0c85449,2006-07-19 04:07:38.383,ms.,Veuf(ve),1,3,90 avenue nogués,côte d'ivoire,ANYAMA,ANYAMA,quartier central,265000.0,district web developer,d7fac1a5-5920-4675-a116-b329fcf1fc4c,Interim,268590.0,357625.0,5,4,3,2024-08-01,2025-10-17 15:42:02.389,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,19,F,AUTONOME D'ABIDJAN
45b7a4b6-3c75-4cc9-aa5c-9d31a9c2e1ec,1965-04-05 19:49:39.224,dr.,Veuf(ve),1,1,577 rue du commerce,côte d'ivoire,YAMOUSSOUKRO,YAMOUSSOUKRO,quartier central,395000.0,central identity administrator,1d45ac22-6706-47d0-88f4-8b695e9a6407,Interim,89500.0,401470.0,22,2,4,2024-08-01,2025-10-17 15:42:02.072,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,60,M,YAMOUSSOUKRO
1a0a0a61-40ea-4367-b430-6d6f37e909a1,1999-04-01 07:14:20.753,dr.,Marié(e),0,8,968 rue des jardins,côte d'ivoire,BOUAKÉ,BOUAKÉ,quartier central,280000.0,district identity director,9a0eaaba-6785-45a8-a1fb-11dd8970b3d1,CDD,281850.0,9795.0,11,5,2,2024-08-01,2025-10-17 15:42:02.533,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,26,M,GBEKE
5c41d55a-777d-4595-a2cd-e09cd00e4483,1978-12-31 00:27:05.911,mr.,Veuf(ve),0,4,263 rue des jardins,côte d'ivoire,BOUAKÉ,BOUAKÉ,quartier central,200000.0,senior communications technician,dd6184ce-05ff-45f1-bc51-05aac09a56ef,Etudiant,169660.0,108365.0,5,0,2,2024-08-01,2025-10-17 15:42:02.326,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,47,M,GBEKE
b361aa12-4e35-4d12-b0e7-fbe00c4bb27e,1970-04-26 07:21:35.704,miss,Marié(e),1,3,521 avenue chardy,côte d'ivoire,BOUAKÉ,BOUAKÉ,quartier central,2400000.0,senior configuration assistant,819c95e3-16fe-44af-9c28-5a89a290c139,Independant,6702635.0,2647555.0,24,4,5,2024-08-01,2025-10-17 15:42:02.467,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,55,F,GBEKE
5035c6bf-ad23-4615-8724-e9fc11beca0a,1995-11-26 21:36:57.723,dr.,Célibataire,1,0,829 boulevard hassan ii,côte d'ivoire,DIVO,DIVO,quartier central,120000.0,forward intranet assistant,09b0a256-ce6f-49d2-99ca-2b91a13a2f97,Etudiant,307560.0,87420.0,34,1,3,2024-08-01,2025-10-17 15:42:02.363,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,30,M,LÔH-DJIBOUA
6ec74695-141a-4570-84c7-b05fa1e10b18,2001-10-24 23:51:34.820,dr.,Veuf(ve),0,0,387 avenue nogués,côte d'ivoire,BOUAKÉ,BOUAKÉ,quartier central,290000.0,forward communications producer,d7fac1a5-5920-4675-a116-b329fcf1fc4c,CDI,625240.0,415345.0,8,3,0,2024-08-01,2025-10-17 15:42:02.158,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,24,M,GBEKE
747bbdc1-96a6-434b-8e5d-4405e1c71bed,2002-04-17 22:52:13.325,ms.,Célibataire,1,1,551 boulevard lagunaire,côte d'ivoire,YAMOUSSOUKRO,YAMOUSSOUKRO,quartier central,1090000.0,customer group consultant,a5e1739d-e7a4-47bb-9920-42786ce6d19f,Independant,1823740.0,1396035.0,26,2,0,2024-08-01,2025-10-17 15:42:02.839,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,23,F,YAMOUSSOUKRO
93cc4a0e-5a71-4b03-a61e-61dfc29e6d94,1989-09-02 16:30:37.147,dr.,Célibataire,0,8,134 avenue houphouët boigny,côte d'ivoire,YAMOUSSOUKRO,YAMOUSSOUKRO,quartier central,200000.0,product functionality technician,88ae7735-0262-42aa-9df4-da44f7d032fd,Fonctionnaire,143405.0,295140.0,15,2,7,2024-08-01,2025-10-17 15:42:02.658,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,36,M,YAMOUSSOUKRO
6c83dbe7-2c02-474a-b40a-9bb0070f6fef,2005-02-22 12:41:52.465,mr.,Veuf(ve),1,5,641 rue pierre et marie curie,côte d'ivoire,BOUAKÉ,BOUAKÉ,quartier central,365000.0,customer security developer,b870f1eb-0c24-4f7d-8124-9f4c9facd3eb,CDI,83630.0,344670.0,30,2,1,2024-08-01,2025-10-17 15:42:02.216,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,20,M,GBEKE
a96ea23f-899a-4c0d-96cf-2dcf9ea19981,1979-12-29 15:32:17.937,mr.,Marié(e),0,10,36 rue du commerce,côte d'ivoire,GRAND-BASSAM,GRAND-BASSAM,quartier central,225000.0,human communications planner,7e4acbee-a3e4-4ecc-9c05-60e4b10ee675,Fonctionnaire,481865.0,224370.0,32,0,2,2024-08-01,2025-10-17 15:42:01.696,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,46,M,SUD-COMOE
47018bf1-c980-4b4c-b762-95a9f3bafe4d,1993-03-27 06:40:24.762,dr.,Célibataire,1,6,387 rue jesse owens,côte d'ivoire,KORHOGO,KORHOGO,quartier central,260000.0,investor optimization engineer,6edc7ab3-827f-4e91-a5ee-d9c086ddddee,Etudiant,814270.0,179590.0,1,4,3,2024-08-01,2025-10-17 15:42:02.048,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,32,M,PORO
72a848c1-8590-4469-b3ad-05901f9a6504,1989-01-18 20:03:16.530,mrs.,Divorcé(e),0,6,358 avenue nogués,côte d'ivoire,GAGNOA,GAGNOA,quartier central,140000.0,investor creative administrator,9a0eaaba-6785-45a8-a1fb-11dd8970b3d1,Etudiant,380665.0,95240.0,19,3,1,2024-08-01,2025-10-17 15:42:02.593,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,36,F,GÔH
f53a553d-4d1d-45bd-b006-c924f40e982a,1992-01-20 10:41:52.444,ms.,Divorcé(e),1,0,281 boulevard lagunaire,côte d'ivoire,GAGNOA,GAGNOA,quartier central,505000.0,internal creative facilitator,29603e67-5d54-439f-afaf-8348d6eb6b47,Informel,249745.0,439750.0,35,1,5,2024-08-01,2025-10-17 15:42:02.519,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,33,F,GÔH
eb8a3184-4e8a-49c7-9e00-f9a639228047,1959-10-29 04:09:03.124,mrs.,Divorcé(e),0,0,123 avenue houphouët boigny,côte d'ivoire,ABIDJAN,ABOBO,avocatier,255000.0,forward metrics associate,4519368d-3e62-4c36-ac20-6fac383e6ebb,Independant,533540.0,487100.0,22,5,6,2024-08-01,2025-10-17 15:42:02.058,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,66,F,AUTONOME D'ABIDJAN
b1b4c488-bec2-4884-ac8c-c088bb80b602,1965-09-20 19:10:55.633,dr.,Marié(e),1,5,619 avenue crosson duplessis,côte d'ivoire,ANYAMA,ANYAMA,quartier central,120000.0,product markets coordinator,d7fac1a5-5920-4675-a116-b329fcf1fc4c,Etudiant,98800.0,37930.0,31,5,4,2024-08-01,2025-10-17 15:42:02.674,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,60,M,AUTONOME D'ABIDJAN
530191d8-37e3-4098-a516-83321d0ed95d,1991-11-04 15:39:55.369,dr.,Célibataire,0,2,801 avenue nogués,côte d'ivoire,YAMOUSSOUKRO,YAMOUSSOUKRO,quartier central,90000.0,human markets agent,54e98a95-7ae2-484c-952c-bde0851e7d17,Etudiant,199190.0,32675.0,10,1,5,2024-08-01,2025-10-17 15:42:02.544,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,34,M,YAMOUSSOUKRO
ea3b138e-a586-4760-9d00-fb092c1e7164,1977-06-02 03:44:40.191,mr.,Marié(e),1,5,560 boulevard françois mitterrand,côte d'ivoire,GAGNOA,GAGNOA,quartier central,245000.0,central assurance liaison,88ae7735-0262-42aa-9df4-da44f7d032fd,Independant,86870.0,84085.0,28,1,3,2024-08-01,2025-10-17 15:42:02.737,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,48,M,GÔH
547b09c7-aebd-49ad-89dc-2209bc7d9104,1978-04-19 23:56:31.880,dr.,Divorcé(e),1,6,185 rue jesse owens,côte d'ivoire,MAN,MAN,quartier central,160000.0,customer program designer,119ace20-20da-4e81-be77-c2c43a42f5f4,Etudiant,376970.0,138265.0,19,3,7,2024-08-01,2025-10-17 15:42:02.726,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,47,M,TONKPI
dbfa36a3-b67d-414a-9da1-54c2d20431c0,1988-02-22 01:36:00.037,mr.,Divorcé(e),0,6,352 rue des bananiers,côte d'ivoire,DALOA,DALOA,quartier central,790000.0,corporate accountability specialist,81d9def0-9ab6-423b-a664-9c04a0927353,Interim,436145.0,952190.0,20,4,1,2024-08-01,2025-10-17 15:42:01.723,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,37,M,HAUT-SASSANDRA
963f3b9f-08b3-43ea-a386-1c872b439a39,1991-03-19 07:13:11.870,dr.,Divorcé(e),1,4,652 boulevard de marseille,côte d'ivoire,KORHOGO,KORHOGO,quartier central,280000.0,corporate quality developer,8cc5e648-6ed5-439b-b644-e3b8f00fd5d0,Informel,820120.0,40130.0,17,0,2,2024-08-01,2025-10-17 15:42:02.612,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,34,M,PORO
89153523-d96b-4504-ac9a-0206dbf86e2a,1977-03-06 08:43:58.522,miss,Marié(e),0,8,883 rue jesse owens,côte d'ivoire,DIVO,DIVO,quartier central,170000.0,global data facilitator,b114e618-6c39-4287-a765-ed92f6cc8933,Informel,144135.0,90535.0,27,4,5,2024-08-01,2025-10-17 15:42:02.604,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,48,F,LÔH-DJIBOUA
096f074f-285e-4fc6-a867-ad8e3073f63b,2006-02-23 12:48:53.304,dr.,Marié(e),1,10,231 rue des jardins,côte d'ivoire,GAGNOA,GAGNOA,quartier central,360000.0,regional infrastructure designer,9fef1d63-115a-484f-9380-2c08c735e7c6,CDD,659220.0,255665.0,16,1,5,2024-08-01,2025-10-17 15:42:02.224,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,19,M,GÔH
addf917d-5858-4c61-b492-ef1a4685d94d,1994-05-02 18:12:27.970,ms.,Célibataire,0,9,879 rue des bananiers,côte d'ivoire,DIVO,DIVO,quartier central,615000.0,national branding technician,3dc67084-da9e-4803-9fe9-d323cf304861,Interim,2063055.0,910980.0,6,4,5,2024-08-01,2025-10-17 15:42:02.253,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,31,F,LÔH-DJIBOUA
60637624-4245-4df2-9266-4fe096a3f8d1,1960-11-07 03:29:58.105,ms.,Célibataire,1,4,129 avenue jean mermoz,côte d'ivoire,ANYAMA,ANYAMA,quartier central,190000.0,internal infrastructure director,72d00338-9ffc-4ffd-88dc-754e284aa78c,CDI,231205.0,49245.0,15,0,0,2024-08-01,2025-10-17 15:42:02.778,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,65,F,AUTONOME D'ABIDJAN
b6b9a6ff-8e77-488f-a02c-15a3eae7ed4e,2002-06-18 11:07:35.238,mr.,Marié(e),0,8,752 avenue houphouët boigny,côte d'ivoire,ABIDJAN,COCODY,faya,575000.0,customer identity director,8cf04038-fadc-4824-b52e-fd7c47970474,CDI,1123200.0,802100.0,6,0,5,2024-08-01,2025-10-17 15:42:02.098,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,23,M,AUTONOME D'ABIDJAN
41c46899-d4d0-4183-a7d8-201ac33e3299,1989-08-05 08:36:35.398,miss,Marié(e),0,5,930 avenue houphouët boigny,côte d'ivoire,BOUAKÉ,BOUAKÉ,quartier central,530000.0,central usability strategist,b3cd364e-9947-46a5-bf89-539fc6fffc3a,Interim,1225715.0,5785.0,16,4,3,2024-08-01,2025-10-17 15:42:02.205,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,36,F,GBEKE
b76da958-56ef-4a19-87be-361a6bed2bf5,1989-08-12 05:39:02.247,ms.,Célibataire,0,6,664 rue pierre et marie curie,côte d'ivoire,ANYAMA,ANYAMA,quartier central,280000.0,regional marketing director,dd6184ce-05ff-45f1-bc51-05aac09a56ef,Informel,671255.0,447100.0,32,2,5,2024-08-01,2025-10-17 15:42:02.248,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,36,F,AUTONOME D'ABIDJAN
5d41c1b0-60bf-4220-ac34-e35e9109d56c,1977-03-19 19:41:56.025,dr.,Divorcé(e),0,5,377 boulevard lagunaire,côte d'ivoire,KORHOGO,KORHOGO,quartier central,420000.0,direct factors architect,c7361074-ee93-4d34-9809-2f421aebcc4c,Informel,565410.0,562250.0,31,0,7,2024-08-01,2025-10-17 15:42:02.367,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,48,M,PORO
0accd90b-b4f1-4643-a1c6-912df570e919,1977-08-20 09:21:09.213,mr.,Célibataire,1,9,269 rue des jardins,côte d'ivoire,ANYAMA,ANYAMA,quartier central,110000.0,district usability producer,4519368d-3e62-4c36-ac20-6fac383e6ebb,Informel,219870.0,84405.0,31,2,4,2024-08-01,2025-10-17 15:42:02.181,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,48,M,AUTONOME D'ABIDJAN
574e1f91-e426-4d37-8191-886e030b130e,2005-12-26 08:34:38.691,dr.,Marié(e),1,8,866 rue pierre et marie curie,côte d'ivoire,SAN-PÉDRO,SAN-PÉDRO,quartier central,215000.0,principal directives associate,9330f632-b1f9-4866-9e55-a840c56b7eb8,Informel,672950.0,426475.0,1,2,7,2024-08-01,2025-10-17 15:42:02.238,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,20,M,SAN-PEDRO
219c1773-1e84-48d0-9ffc-826ba02310d7,2001-02-07 06:09:50.034,miss,Divorcé(e),0,3,596 rue des bananiers,côte d'ivoire,SAN-PÉDRO,SAN-PÉDRO,quartier central,670000.0,lead solutions liaison,b3cd364e-9947-46a5-bf89-539fc6fffc3a,Fonctionnaire,2208300.0,403000.0,28,2,6,2024-08-01,2025-10-17 15:42:01.759,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,24,F,SAN-PEDRO
3b4a4b83-5efc-4b3c-b1a4-7b2108ce601b,1994-06-09 13:52:47.348,dr.,Divorcé(e),1,10,412 rue des bananiers,côte d'ivoire,YAMOUSSOUKRO,YAMOUSSOUKRO,quartier central,335000.0,customer program assistant,b3c55050-cb9d-4d90-99f6-afbc99cca917,Fonctionnaire,353430.0,333530.0,24,1,0,2024-08-01,2025-10-17 15:42:02.693,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,31,M,YAMOUSSOUKRO
73e8e43d-a46d-4ccb-a281-f9f6cb92f91e,1985-04-02 15:25:55.251,ms.,Veuf(ve),1,10,33 boulevard de marseille,côte d'ivoire,GAGNOA,GAGNOA,quartier central,120000.0,dynamic communications planner,94916872-c63b-4147-b729-8177a20908a4,CDD,98935.0,213565.0,32,4,5,2024-08-01,2025-10-17 15:42:02.118,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,40,F,GÔH
b019fa1b-2f13-43e9-a5c5-4585f21ca1d7,1999-10-27 18:30:06.888,mrs.,Marié(e),1,5,944 avenue jean mermoz,côte d'ivoire,GRAND-BASSAM,GRAND-BASSAM,quartier central,215000.0,product web assistant,b870f1eb-0c24-4f7d-8124-9f4c9facd3eb,Informel,592550.0,421735.0,8,3,2,2024-08-01,2025-10-17 15:42:01.658,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,26,F,SUD-COMOE
d793192f-7fad-4b5d-851d-f865120d3f11,1990-03-04 17:30:07.029,ms.,Veuf(ve),1,2,748 rue jesse owens,côte d'ivoire,YAMOUSSOUKRO,YAMOUSSOUKRO,quartier central,280000.0,international creative engineer,77e538be-807d-426b-885e-b8117e453dd4,Fonctionnaire,609025.0,381845.0,21,0,5,2024-08-01,2025-10-17 15:42:02.130,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,35,F,YAMOUSSOUKRO
